,Cena,Liczba_pokoi,Powierzchnia,Piętro,Lokalizacja,Opis,liczba, opis,_merge
4111,240.0,2.0,47.0,9.0,Poznań Winogrady,Polecam do zakupu mieszkanie 2 pokojowe położone na Winogradach na os. Wichrowe Wzgórze. Na 47 m2 składają się dwa ustawne i nieprzechodnie pokoje ( ok. 21 m2 11 m2 ) osobna kuchnia z oknem ( ok. 7 m2 ) korytarz ( ok. 5 m2 ) łazienka oraz WC...,,,left_only
4112,252.0,2.0,47.0,9.0,Poznań Winogrady ul. Wichrowe Wzgórza,ATRAKCYJNE MIESZKANIE 252 000 ZŁ DO NEGOCJACJI !!! Polecam do zakupu mieszkanie 2 pokojowe położone na Winogradach na os. Wichrowe Wzgórze. Na 47 m2 składają się dwa ustawne i nieprzechodnie pokoje ( ok. 21 m2 11 m2 ) osobna kuchnia z oknem (...,,,left_only
4113,345.0,2.0,48.0,9.0,Poznań Stare Miasto ul. Os. Przyjaźni,Salon nieruchomości Iron House poleca na sprzedaż mieszkanie 2 pokojowe 48 m2 w świetnej lokalizacji Winogrady - os. Przyjaźni . Układ mieszkania - 2 niezależne pokoje łazienka z prysznicem z wc ciepła i jasna oraz bardzo dobrze wyposażona...,,,left_only
4114,270.0,3.0,64.0,9.0,Poznań Nowe Miasto Rataje ul. Os. Orła Białego,Na sprzedaż trzypokojowe mieszkanie o powierzchni 64 30 m2 położone w bloku z windą na Osiedlu Orła Białego 112 Własność: spółdzielczo własnościowe. Stan: do remontu. Mieszkanie składa się z: przedpokój pokój dzienny - 24 m2 z wyjściem na...,,,left_only
4115,280.0,3.0,65.0,9.0,Poznań Nowe Miasto ul. Os. Orła Białego,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania o powierzchni 64 8 m2 położonego na IX piętrze w XI-piętrowym bloku z 1987 roku na osiedlu Orła Białego na poznańskich Ratajach. Przedmiotowy lokal mieszkalny składa się z 3 pokoi...,,,left_only
4116,267.0,2.0,50.0,9.0,Poznań Grunwald Górczyn Hetmańska ul. Dmowskiego,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż atrakcyjną nieruchomość zlokalizowaną na ul. Dmowskiego w Poznaniu ( Hetmańska- Dmowskiego). Budynek...,,,left_only
4117,240.0,2.0,47.0,9.0,Poznań Winogrady Piatkowo Naramowice Sołacz ul. Wichrowe Wzgórze,Na sprzedaż mieszkanie na osiedlu Wichrowe Wzgórze w dzielnicy Winogrady. Lokal znajduje się na dziewiątym piętrze w bloku z windą. Łączna powierzchnia nieruchomości to 47 m2. Mieszkanie składa się z dwóch ustawne i nieprzechodnich pokoi (ok.21...,,,left_only
4118,143.0,1.0,18.0,9.0,Poznań Sołacz ul. Turkusowa,Serdecznie polecam na sprzedaż mieszkanie położone na Sołaczu na ulicy Turkusowej. Kawalerka o metrażu 18mkw znajduję się na 9 piętrze wysokiego zadbanego bloku. Kawalerka w chwili obecnej jest wynajmowana. Będzie wolna za miesiąc od decyzji...,,,left_only
4119,445.725,3.0,59.43,9.0,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
4120,350.0,3.0,64.3,9.0,Poznań Rataje ul. Os. Orła Białego,Rozkładowe ciche mieszkanie na dziewiątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - PCV; Okna -...,,,left_only
4121,350.0,3.0,78.0,9.0,Poznań Rataje ul. Os. Rzeczypospolitej,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży 3-pokojowego komfortowego mieszkania zlokalizowanego w wysokim budynku z windą na os. Rzeczypospolitej (Rataje)....,,,left_only
4122,190.0,2.0,38.0,9.0,Poznań Grunwald Łazarz Dmowskiego ul. Dmowskiego,Polecamy na sprzedaż 2- pokojowe mieszkanie na Grunwaldzie przy ulicy Dmowskiego o łącznej powierzchni użytkowej 38m2. Lokal znajduje się na IX piętrze w wysokim bloku. Składa się z 2 niezależnych pokoi kuchni łazienki i korytarza. STAN...,,,left_only
4123,265.0,2.0,47.0,9.0,Poznań Winogrady Piątkowo Sołacz ul. Wichrowe Wzgórze Os.,Posiadam na sprzedaż mieszkanie na Winogradach 47m2 ocieplony blok wolne od zaraz w pobliżu szkoła przedszkole kościół pętla tramwajowa parking strzeżony centrum handlowe plaza makro pestka castorama i kaufland. Salon ma 21m2 sypialnia...,,,left_only
4124,143.0,1.0,18.0,9.0,Poznań Bonin,Na sprzedaż Zadbana kawalerka. składa się z pokoju ok. 11m^2 łazienki z prysznicem^3m^2 i kuchni ok. 4m^2. W okolicy tramwaje autobusy place zabaw sklepy itd. Mieszkanie w bardzo dobrym stanie nie wymaga wkładu finansowego. Idealne dla...,,,left_only
4125,143.0,1.0,18.0,9.0,Poznań Sołacz ul. Turkusowa,UWAGA! PROMOCJA! Oglądaj mieszkania z naszym biurem a my zaproponujemy Ci konkurencyjną prowizję! Zadzwoń i spytaj o to naszego doradcę! Polecamy Państwu na sprzedaż kawalerkę o powierzchni 18 m2. Mieszkanie znajduje się na dziewiątym...,,,left_only
4126,205.0,3.0,41.3,9.0,Poznań Rataje ul. Os. Lecha,Rozkładowe przytulne mieszkanie na dziewiątym piętrze w wieżowcu w Poznaniu w dzielnicy Rataje. Trzy pokoje okna wychodzące na wschód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe ...,,,left_only
4127,206.375,1.0,31.75,9.0,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
4128,325.0,3.0,79.0,9.0,Poznań Rataje ul. Osiedle Orła Białego,Zapraszam na prezentację atrakcyjnego 3-pokojowego mieszkania usytuowanego na 9 piętrze 16-piętrowego budynku na Osiedlu Orła Białego Rataje Żegrze. Na powierzchnię 79 10 m2 składa się pokój 20 m2 od strony wchodniej pokój 18 m2 od strony...,,,left_only
4129,255.0,3.0,64.0,9.0,Poznań Rataje Centrum Śródka ul. Piastowskie Oś.,POLECAM NA SPRZEDAŻ Mieszkanie znajduje się na pierwszym piętrze w budynku piętnastopiętrowym odnowionym i ocieplonym. Duży balkon. Doskonała lokalizacja komunikacyjna w pobliżu plac zabaw ośrodek zdrowia szkoła. Mieszkanie wewnątrz...,,,left_only
4130,369.0,2.0,54.0,9.0,Poznań Winogrady ul. Ks. Mieszka,Zapraszam Państwa do zapoznania się z ofertą sprzedaży mieszkania położonego w nowoczesnym budynku z 2006 roku przy ul. Ks Mieszka I w Poznaniu. Lokal składa się z następujących pomieszczeń: - duży salon z aneksem kuchennym od strony...,,,left_only
4131,269.0,3.0,65.0,9.0,Poznań Rataje ul. Dopłata W Mdm,Polecam do kupna 3 pokojowe mieszkanie o idealnym pod wynajem – niezależnym układzie wszystkich pomieszczeń na 9 piętrze bloku z windą na Ratajach – os. Orła Białego. Powierzchnię ok. 65 m2 tworzą: >salon z wyjściem na duży balkon typu loggia ...,,,left_only
4132,265.0,3.0,64.0,9.0,Poznań Rataje ul. Osiedle Orła Białego,OKAZJA! MOŻLIWOŚĆ UZYSKANIA DOPŁATY W PROGRAMIE MDM Polecam uwadze funkcjonalne 3-pokojowe mieszkanie usytuowane na 9 piętrze 10-piętrowego budynku typu falowiec na Osiedlu Orła Białego Rataje – Żegrze. Na powierzchnię 64 3 m2 składa się...,,,left_only
4133,180.0,2.0,38.0,9.0,Poznań Łazarz,Dwupokojowe mieszkanie w doskonałej lokalizacji i bardzo atrakcyjnej cenie. Dostępne w programie MDM. Powierzchnia mieszkania wynosi 38m 2 na które składają się dwa oddzielne pokoje osobna kuchnia i łazienka oraz korytarz. Wszystkie...,,,left_only
4134,350.0,3.0,78.0,9.0,Poznań Rataje ul. Os. Rzeczypospolitej,Rozkładowe jasne mieszkanie na dziewiątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - parkiet;...,,,left_only
4135,349.9,2.0,49.3,9.0,Poznań Grunwald ul. Jugosłowiańska,Rozkładowe jasne mieszkanie na dziewiątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Dwa pokoje okna wychodzące na południe zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa tapeta; Podłogi -...,,,left_only
4136,315.0,3.0,79.1,9.0,Poznań Nowe Miasto Rataje ul. Osiedle Orła Białego,Ładne mieszkanie 3-pokojowe o pow. 79 m2 z balkonem oraz komórką lokatorską na osiedlu Orła Białego. Główne atuty nieruchomości: • doskonała komunikacja z centrum • rozkład pomieszczeń • zabudowa kuchni i sprzęt w cenie Nieruchomość złożona z:...,,,left_only
4137,274.9,2.0,49.3,11.0,Poznań Stare Miasto Piątkowo,Polecam na sprzedaż przytulne i jasne mieszkanie dwupokojowe o powierzchni 49 3 m2. Główne atuty nieruchomości: • cicha i spokojna okolica • piekny widok • w pełni wykończony lokal Nieruchomość złożona z: • pokój 20 3 m.kw • sypialnia 9 m.kw...,,,left_only
4138,229.0,2.0,38.0,11.0,Poznań Poznań-Stare Miasto ul. Os. Przyjaźni,LOKALIZACJA Mieszkanie jest położone w jednej z lepiej skomunikowanych części miasta z centrum (tylko 1 przystanek tramwajem). W okół dużo sklepów market kino przychodnia oraz tereny rekreacyjne jak Park Sołacki czy Cytadela. OPIS MIESZKANIA...,,,left_only
4139,225.0,2.0,42.2,11.0,Poznań Grunwald Górczyn ul. Galileusza,Piękne dwupokojowe mieszkanie na spokojnym osiedlu. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • w pełni wykończony lokal Nieruchomość złożona z: • pokój 15 8 m.kw • pokój 9 m.kw • hall 6 7 m.kw •...,,,left_only
4140,355.0,3.0,79.0,11.0,Poznań Nowe Miasto ul. 3 Pokoje Słoneczne Os.Orła Białego,Zapraszam do zapoznania się z ofertą sprzedaży funkcjonalnego mieszkania na osiedlu Orła Białego w Poznaniu. Mieszkanie idealnie spełnia funkcję przytulnego mieszkania dla rodziny. Ustawne pomieszczenia i słoneczne wnętrza gwarantują codzienny...,,,left_only
4141,274.9,2.0,49.0,11.0,Poznań Piątkowo ul. Os. Sobieskiego,Oferuję na sprzedaż mieszkanie 2 pokojowe o pow. 49 3m2 na Piątkowie os. Jana III Sobieskiego. Pokoje ok. 22m2 z dużą loggią i 9m2 kuchnia w zabudowie łazienka wc i przedpokój. Mieszkanie jest po kapitalnym remoncie z wymianą instalacji...,,,left_only
4142,335.0,3.0,71.0,11.0,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Polecam na sprzedaż duże 3 pokojowe mieszkanie na w świetnej lokalizacji na os Bolesława Chrobrego. OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O WYSOKOŚĆ DOFINANSOWANIA! Lokal o powierzchni 70 6m2 znajduje się na 11 piętrze składa się z...,,,left_only
4143,329.0,3.0,70.0,11.0,Poznań Stare Miasto Piątkowo Os. B. Chrobrego ul. Os. B. Chrobrego,ARKEI NIERUCHOMOŚCI poleca przestronne mieszkanie w doskonałej lokalizacji na Os. Bolesława Chrobrego!!! NOWA NIŻSZA CENA. OPIS MIESZKANIA: Mieszkanie trzypokojowe na Os. Bolesława Chrobrego o powierzchni 70 m2 znajduje się na 11 piętrze w...,,,left_only
4144,274.9,2.0,50.0,11.0,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,Polecam na sprzedaż komfortowe i funkcjonalne mieszkanie dwupokojowe o powierzchni 49 3 m2 na Piątkowie os. Jana III Sobieskiego. Mieszkanie znajduje się na 11 - tym ostatnim piętrze. Blok ocieplony z nową elewacją. Mieszkanie po...,,,left_only
4145,249.0,2.0,47.0,11.0,Poznań Winogrady ul. Os.Wichrowe Wzgórze,Idealne mieszkanie na inwestycje lub do zamieszkania. Spółdzielczo - własnościowe czynsz 460zł. Jasna kuchnia z meblami-nowe płytki pokoje 22m i 11m- panele wc i łazienka-płytki szafa komandor balkon okna PCV z roletami 2x...,,,left_only
4146,349.0,4.0,71.0,11.0,Poznań Piątkowo,Polecam na sprzedaż mieszkanie 4 pokojowe (71m2). Lokal znajduje się na jednym z osiedli na Piątkowie jest to doskonała lokalizacja pod względem infrastruktury (przedszkole szkoły przychodnie sklepy parkingi); jak również komunikacyjnym...,,,left_only
4147,355.0,3.0,80.0,11.0,Poznań Rataje ul. Os. Orła Białego,Polecam bardzo atrakcyjne 3-pokojowe mieszkanie o wysokim standardzie na osiedlu Orła Białego. Mieszkanie znajduje się na 11 piętrze w 16 piętrowym wieżowcu w którym znajdują się dwie windy. Składa się z 2 sypialni salonu kuchni korytarza ...,,,left_only
4148,274.9,2.0,49.0,11.0,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,Polecam na sprzedaż mieszkanie dwupokojowe o powierzchni 49 m2 na Piątkowie ( Os. Jana III Sobieskiego ). Mieszkanie usytuowane jest na XI piętrze w XI piętrowym ocieplonym i odnowionym bloku. Mieszkanie składa się z dwóch niezależnych pokoi ...,,,left_only
4149,287.0,2.0,49.3,11.0,Poznań Stare Miasto Piątkowo,Atrakcyjne 2 pokojowe mieszkanie na Os. Jana III Sobieskiego na XI piętrze - niezależne 2 pokoje - oddzielna kuchnia - łazienka i ubikacja - dodatkowo pomieszczenie gospodarcze na piętrze Mieszkanie jest po generalnym remoncie -...,,,left_only
4150,274.9,2.0,49.3,11.0,Poznań Piątkowo ul. Os. Sobieskiego,Na sprzedaż KOMFORTOWE i FUNKCJONALNE 2-pokojowe mieszkanie położone na Piątkowie na Osiedlu Jana III Sobieskiego. Mieszkanie znajduje się na 11 piętrze w wysokim odnowionym bloku z 2 windami. Lokal o powierzchni 49 30 m2 składa się z 2...,,,left_only
4151,195.0,2.0,41.0,11.0,Poznań Rataje ul. Os.Stare Żegrze,REZERWACJA Mieszkanie 2 lata po remoncie w ładnej aranżacji. Spóldzielczo - własnościowe z ksiega wieczystą czynsz 392zł. Jasna kuchnia z meblami-płytki pokoje niezależne 18m i 10m-panele okna PCV wc i łazienka-płytki loggia ...,,,left_only
4152,335.0,3.0,70.6,11.0,Poznań Piątkowo,| NA SPRZEDAŻ Przestronne i komfortowe 3 - pokojowe mieszkanie położone na 11 p. na os. Bolesława Chrobrego. Z dużej loggi rozprzestrzenia się piękny widok na panorame miasta. Okolica bardzo bezpieczna cicha i spokojna. Dogodny dojazd do...,,,left_only
4153,274.9,2.0,49.3,11.0,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,Polecam na sprzedaż 2-pokojowe mieszkanie w Poznaniu na Piątkowie na osiedlu Jana III Sobieskiego. Mieszkanie po generalnym remoncie (zrobiona elektryka grzejniki z zaworami rury płytki panele szpachlowanie malowanie drzwi wejściowe...,,,left_only
4154,198.0,2.0,39.1,11.0,Poznań Winogrady ul. Os.Przyjaźni,NA SPRZEDAŻ MAŁE 2-POKOJOWE MIESZKANKO Do wydania od zaraz. W mieszkaniu podłoga z parkietu w pokojach a w kuchni łazience i przedpokoju płytki. Centralne ogrzewanie i podgrzana woda z cieplika a do celów kuchennych gaz ziemny. Do mieszkania...,,,left_only
4155,274.9,2.0,49.5,11.0,Poznań Piątkowo,| NA SPRZEDAŻ Przestronne i komfortowe 2 - pokojowe mieszkanie położone na 11 p. na os. Sobieskiego. Z dużej loggi rozprzestrzenia się piękny widok na panorame miasta niczym nie przysłonięty. Okolica bardzo bezpieczna cicha i spokojna. Dogodny...,,,left_only
4156,335.0,3.0,70.6,11.0,Poznań Piątkowo ul. Os. Chrobrego,Polecam na sprzedaż ładne 3 pokojowe mieszkanie na Piątkowie na os. Chrobrego. Mieszkanie o powierzchni 70 60 m2 mieści się na 11 piętrze w 11 piętrowym bloku. Układ mieszkania: trzy pokoje. Z dużego pokoju wyjście na balkon i przejście do...,,,left_only
4157,274.9,2.0,49.0,11.0,Poznań Piątkowo ul. Os. J Iii Sobieskiego,Sprzedam mieszkanie położone w Poznaniu na Piątkowie na os. Jana II Sobieskiego. Mieszkanie położone jest na 11 pietrze /ostatnim/ w desce bardzo blisko PESTKI. Na piętrze są 4 mieszkania. Powierzchnia mieszkania 49m2. Dwa osobne pokoje ...,,,left_only
4158,250.0,2.0,40.0,11.0,Poznań Centrum,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...,,,left_only
4159,335.0,3.0,71.0,11.0,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Duże po remoncie na B.Chrobrego z możliwością MDM Nr ogłoszenia w biurze 15/MK/24 Doskonale zlokalizowane ( przy PST) 3-pokojowe mieszkanie o powierzchni 70 6m2 z oddzielną kuchnią + piwnica + możliwość dzierżawy skrytki na tym samym poziomie...,,,left_only
4160,429.0,5.0,100.0,11.0,Poznań Piątkowo Winogrady ul. Os. Jana Iii Sobieskiego- Cena Do Negocja,CENA DO NEGOCJACJI!!! Bardzo dobra lokalizacja blisko Pestka UAM. Zapraszam do obejrzenia mieszkania położonego na os. Jana III Sobieskiego. Mieszkanie 5 pokojowe o powierzchni 100m kw obejmuje: 2 pokoje 22m kw 2 pokoje 10m kw 1 pokój 9m kw ...,,,left_only
4161,318.0,3.0,69.5,11.0,Poznań Stare Miasto Piątkowo,Polecam ustawne 3-pokojowe mieszkanie o powierzchni 70 m2 na Piątkowie. ATRAKCYJNA CENA !!! Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń Nieruchomość złożona z: • pokój 21 m.kw • pokój 22 m.kw • pokój 9...,,,left_only
4162,310.0,3.0,66.7,11.0,Poznań Grunwald ul. Izaaka Newtona,Słoneczne mieszkanie na jedenastym piętrze w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe wykładzina kora...,,,left_only
4163,299.0,3.0,79.0,11.0,Poznań Rataje Chartowo Śródka Warszawskie Łazarz ul. Orła Białego,Na sprzedaż mieszkanie na osiedlu Orła Białego w dzielnicy Rataje. Lokal znajduje się na jedenastym piętrze w bloku z windą. Łączna powierzchnia nieruchomości to 79 1 m2. Trzy niezależne pokoje jasna kuchnia z oknem przedpokój z oknem i...,,,left_only
4164,305.0,2.0,49.0,11.0,Poznań Piątkowo,Polecamy !!! Polecamy na sprzedaż 2 pokoje kuchnia oddzielna łazienka i ubikacja. + pomieszczenie gospodarcze na piętrze Mieszkanie po generalnym remoncie jak na zdjęciach. Całe mieszkanie zrobiona elektryka kaloryfery rury płytki ...,,,left_only
4165,345.0,3.0,70.6,11.0,Poznań Piątkowo ul. Kurpińskiego,Możesz kupić bez prowizji! Numer oferty 15-039 Więcej zdjęć film rzuty infografika na naszej stronie internetowej. Przestronne 3 pokoje na os. B. Chrobrego w Poznaniu Oferujemy Państwu 3 pokojowe mieszkanie o powierzchni 70 6 m2 położone...,,,left_only
4166,335.0,3.0,70.0,11.0,Poznań Piątkowo ul. Chrobrego,Zapraszam do zapoznania się z ofertą 3 pokojowego mieszkania zlokalizowanego na 11 piętrze w bloku z windą na osiedlu Bolesława Chrobrego. Na pełen metraż 70 6 m2 składają się 3 pokoje jeden z pokoi przejściowy korytarz łazienka. Mieszkanie...,,,left_only
4167,355.0,3.0,79.0,11.0,Poznań ul. Os. Orła Białego,Wysoki standard 3 pokoje 79m2 Osiedle Orła Białego! Gorąco polecam mieszkanie 3 pokojowe o podwyższonym standardzie na Osiedlu Orła Białego. Piękne ciche mieszkanie gotowe do zamieszkania! W skład mieszkania wchodzą: - salon - dwa pokoje ...,,,left_only
4168,335.0,2.0,70.0,11.0,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,Polecam na sprzedaż 3-pokojowe mieszkanie 70m2. Własnościowe z księgą wieczystą. Klatka schodowa czysta i zadbana. Mieszkanie jest bardzo ciche ciepłe i jasne. Po generalnym remoncie nie wymaga żadnych dodatkowych nakładów pieniężnych....,,,left_only
4169,318.0,3.0,69.5,11.0,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Przestronne mieszkanie na jedenastym piętrze w wieżowcu w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe ...,,,left_only
4170,218.0,2.0,42.0,11.0,Poznań Grunwald ul. Galileusza,Polecam na sprzedaż komfortowe 2-pokojowe mieszkanie w Poznaniu na Grunwaldzie. Mieszkanie znajduje się na 11 piętrze w 11- piętrowym wysokim bloku. Powierzchnia mieszkania wynosi 42 mkw pokoje 15 8 mkw z wyjściem na loggie i 9 mkw przedpokój...,,,left_only
4171,335.0,3.0,70.6,11.0,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,Polecam na sprzedaż mieszkanie 3-pokojowe w Poznaniu na Piątkowie na os. Bolesława Chrobrego. Metraż 70 60 m2. Blok zbudowany z płyty mieszkanie znajduje się na 11 piętrze. Oferowane mieszkanie składa się z 3 pokoi: 2 pokoje po 21 m2 (jeden...,,,left_only
4172,480.92400000000004,4.0,72.0,11.0,Poznań Sołacz ul. Sokoła 21,Prezentowane mieszkanie znajduje się na 4 piętrze pięciokondygnacyjnego budynku przy ul. Sokoła. Na metraż mieszkania składają się 4 samodzielne pokoje w tym jeden z aneksem kuchennym łazienka oraz przedpokój. Do mieszkania przynależy balkon o...,,,left_only
4173,349.0,4.0,72.0,11.0,Poznań Piątkowo ul. Os. Bol. Chrobrego,4 niezależne pokoje na Piątkowie ( blisko PST ) Lokalizacja : Polska - Poznań ( Piątkowo ) Informacje podstawowe : Mieszkanie blok do sprzedania . Szczegóły : Powierzchnia : 72 m2 Liczba pokoi : 4 m2 Piętro : 11 Gorąco polecam...,,,left_only
4174,195.0,2.0,49.0,11.0,Poznań Rataje ul. Os. Piastowskie,MDM! Najniższa cena na rynku!  Zapraszam Państwa do zapoznania się z ofertą nieruchomości położonej na os. Piastowskim na poznańskich Ratajach.  Mieszkanie jest rozkładowe wszystkie pomieszczenia są niezależne. Kuchnia oddzielna z oknem....,,,left_only
4175,274.9,2.0,49.3,11.0,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,Polecam na sprzedaż zadbane wyremontowane dwu pokojowe mieszkanie na os. Jana III Sobieskiego w Poznaniu. Lokal o pow. 49 3 m2 znajduje się na 11 piętrze bloku wzniesionego na początku lat 80. Czysta klatka schodowa nowa winda budynek ocieplony...,,,left_only
4176,274.0,2.0,49.3,11.0,Poznań ul. Os. Jana Iii Sobieskiego,Oferuję na sprzedaż mieszkanie dwupokojowe o powierzchni 49 3mkw na oś. Jana III Sobieskiego na Piątkowie. Mieszkanie składa się z dwóch pokoi o wymiarach: 23mkw oraz 9 mkw kuchni: 8mkw łazienki: 3 5mkw wc: 1 5 mkw przedpokój 7 5 mkw....,,,left_only
4177,435.0,5.0,100.0,11.0,Poznań Stare Miasto Piątkowo Morasko ul. Osiedle Jana Iii Sobieskiego,Duże pięciopokojowe mieszkanie na osiedlu Jana III Sobieskiego Główne atuty nieruchomości: • cicha i spokojna okolica • dobra ekspozycja na strony świata • położenie z dala od głównej jezdni Nieruchomość złożona z: • pokój 10 5 m.kw • pokój...,,,left_only
4178,340.0,3.0,66.7,11.0,Poznań Grunwald ul. Newtona,Serdecznie polecam do sprzedaży mieszkanie położone na Grunwaldzie na Osiedlu Kopernika na ulicy Newtona. Nieruchomość znajduję się na 11 piętrze wysokiego bloku. Nowocześnie urządzone i wyposażone mieszkanie o powierzchni 66 7 m2 składa się z...,,,left_only
4179,225.0,2.0,47.0,11.0,Poznań Winogrady ul. Os.Wichrowe Wzgórze,Ciekawe mieszkanie na Wichrowym Wzgórzu. Spóldzielczo - własnościowe z księgą wieczystą czynsz 450zł. Jasna kuchnia-płytki pokoje 22m i 11m-wykładzina wc i łazienka-płytki okna PCV balkon wolne od zaraz . kontakt: 508 098 003...,,,left_only
4180,190.0,2.0,40.0,11.0,Poznań Poznań-Nowe Miasto ul. Os. Stare Żegrze,REZERWACJA.Bardzo dobra inwestycja!!! Mieszkanie 2 pokoje z aneksem kuchennym o powierzchni 40 7 mkw. Rataje- Nowe miasto na osiedlu Stare Żegrze z księgą wieczystą. Niezależny pokój i salon z aneksem kuchennym (zabudowa kuchenna). Duży balkon i...,,,left_only
4181,274.9,2.0,48.3,11.0,Poznań Stare Miasto ul. Os. Sobieskiego,Serdecznie polecamy na sprzedaż mieszkanie położone na Piątkowie na os.Sobieskiego. Lokal znajduję się na 11 ostatnim piętrze bardzo zadbanego bloku. Metraż nieruchomości to dokładnie 48 3mkw: dwa bardzo ustawne niezależne pokoje duża jasna...,,,left_only
4182,274.9,2.0,49.0,11.0,Poznań Piątkowo Winogrady Sołacz Centrum ul. Sobieskiego - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Piątkowie ( os. Sobieskiego ). Na 49 m2 składają się dwa ustawne i nieprzechodnie...,,,left_only
4183,274.9,2.0,49.3,11.0,Poznań Piątkowo Winogrady ul. Os. Jana Iii Sobieskiego Cena Do Negocjac,Bardzo dobra lokalizacja pod inwestycję blisko PST UAM po remoncie DO NEGOCJACJI. Zapraszam do zapoznania się z ofertą mieszkania 2 pokojowego położonego w cichej spokojnej i pięknej okolicy Piątkowa na os. Jana III Sobieskiego. Mieszkanie...,,,left_only
4184,299.9,3.0,70.0,11.0,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Polecam na sprzedaż duże przestronne mieszkanie 3-pokojowe w świetnej lokalizacji przy os. Bolesława Chrobrego! OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY DOFINANSOWANIA! *Przykładowa dopłata MDM: *Dopłata dla osób nieposiadających...,,,left_only
4185,279.0,2.0,49.0,11.0,Poznań Piątkowo ul. Bolesława Śmiałego,Na sprzedaż piękne mieszkanie dwupokojowe na os. B. Śmiałego ( Piątkowo )o powierzchni 49 m/2 znajdujące się na XI piętrze ( blok XVI piętrowy z początku lat 80-tych)z balkonem typu loggia po generalnym remoncie. Własnościowe z księgą wieczystą...,,,left_only
4186,335.0,3.0,70.6,11.0,Poznań Piątkowo,Mieszkanie 3-pokojowe o powierzchni 70 6m2 na sprzedaż (MDM). Mieszkanie składa się z dwóch dużych pokoi (20m2) z balkonami na stronę zachodnią jeden z nich jest przejściowy sypialni (9m2) z szafami w zabudowie. Kuchnia nowa remontowana...,,,left_only
4187,274.9,2.0,49.3,11.0,Poznań Piątkowo,Mam na sprzedaż mieszkanie 2-pokojowe z doskonałym widokiem na miasto. Mieszkanie składa się z większego pokoju- 23 5 m^2 z dużym balkonem typu loggia sypialni- 9m^2 niezależnej jasnej kuchni oraz osobnej łazienki i WC. Zarówno mieszkanie jak i...,,,left_only
4188,274.9,2.0,49.0,11.0,Poznań ul. Os. Jana Iii Sobieskiego,Oferuję 2- pokojowe mieszkanie na 11-piętrze w wysokim bloku na osiedlu Jana III Sobieskiego. Blok znajduje się w bliskim sąsiedztwie dworca Sobieskiego. Miejsce jest bardzo dobrze skomunikowane ze względu na bliskość dworca autobusowego oraz...,,,left_only
